HIP,Plx,e_Plx,pmRA,pmDE,e_pmRA,e_pmDE,pmDE:pmRA
69442,26.43,1.75,-338.44,-6.3,1.66,1.67,0.13
69450,7.93,2.94,-31.85,-10.4,2.35,2.01,0.61
69459,9.45,1.45,-10.82,-8.17,1.82,1.12,0.05
69480,9.27,1.41,33.87,-18.29,1.56,1.21,-0.31
69488,23.89,1.13,-241.85,-20.37,1.12,1.11,0.02
69514,17.21,1.63,79.26,-136.37,1.59,1.17,-0.19
69516,10.63,2.32,-28.14,-112.76,2.2,1.53,-0.24
69517,6.63,1.0,-15.88,-28.5,0.83,0.69,-0.46
69523,10.64,1.65,37.25,-5.16,1.63,1.02,-0.34
69541,8.06,2.18,-4.47,-17.11,2.87,1.63,-0.22
69551,8.29,2.09,-27.3,-6.59,1.95,1.66,-0.24
69591,3.53,0.86,-9.49,-12.4,0.63,0.74,0.56
69597,6.01,1.88,-5.87,6.11,1.53,1.48,-0.13
69612,12.79,0.87,-22.5,-164.31,0.8,0.54,-0.62
69628,1.41,0.96,-4.6,-2.95,0.84,0.77,0.78
69643,17.95,1.07,-26.02,-23.46,0.87,0.96,0.49
69653,23.46,1.93,-203.7,60.96,1.74,1.22,-0.43
69666,3.79,1.03,5.32,3.36,0.79,0.87,-0.02
69673,88.85,0.74,-1093.45,-1999.4,0.6,0.52,-0.31
69700,16.16,3.3,106.99,-21.03,2.97,3.06,-0.39
69707,2.79,1.11,-23.16,-7.41,1.19,1.01,-0.18
69733,3.56,1.12,-28.45,-13.28,0.64,0.8,0.15
69737,1.54,2.04,10.01,-37.9,1.95,1.38,-0.31
69790,12.03,1.61,-71.07,58.25,1.74,1.42,0.09
69849,1.6,2.7,-27.45,-13.53,1.97,2.05,-0.22
69852,6.95,1.58,5.24,-47.35,1.37,1.83,-0.13
69870,6.1,1.44,10.81,11.6,1.87,1.42,-0.19
69907,6.66,2.02,2.42,1.92,1.69,1.64,-0.18
69909,4.31,2.75,-33.63,-23.74,1.49,1.98,0.44
69921,8.88,2.08,-6.88,2.79,2.05,1.49,-0.33
69949,2.56,0.98,-7.83,-11.96,1.0,0.83,0.38
69952,3.75,3.49,-45.51,-31.43,3.5,3.48,-0.7
69962,46.46,1.73,-5.17,-432.05,1.89,1.29,-0.02
70034,6.68,1.65,-24.62,4.05,1.41,1.63,-0.12
70039,3.46,2.06,-2.33,-0.52,1.92,1.84,0.11
70066,14.05,1.49,-72.15,-13.8,1.39,1.23,-0.3
70086,0.69,3.71,-8.11,1.56,3.04,3.07,0.17
70102,11.8,1.59,-101.75,-63.1,1.56,1.21,-0.16
70111,6.27,2.53,26.81,-9.91,2.56,2.0,0.03
70141,7.42,0.7,-35.19,5.51,0.62,0.78,-0.15
70191,7.15,3.5,-36.86,9.28,3.93,4.56,-0.06
70202,11.06,1.14,-36.62,-19.88,0.81,1.03,-0.19
70213,5.09,1.65,-45.69,-42.78,1.14,1.39,0.51
70222,6.6,1.63,19.0,45.56,1.52,2.29,-0.13
70233,8.84,2.02,-54.6,25.73,1.81,1.8,-0.59
70234,3.51,1.54,21.79,2.72,1.25,1.0,-0.43
70271,3.35,1.33,-14.35,-7.4,1.07,1.12,0.25
70278,11.83,1.36,25.66,17.24,1.34,1.11,-0.4
70305,8.18,3.43,-57.56,31.51,5.79,2.95,0.09
70325,4.06,0.97,-11.72,-7.18,0.7,0.8,0.05
70340,7.01,2.49,-147.56,-53.86,1.91,1.74,0.28
70355,9.5,1.22,29.04,-13.4,1.04,0.97,-0.18
70357,5.28,0.93,-26.65,4.52,0.95,0.67,-0.1
70376,8.56,3.17,-29.36,-20.66,2.94,2.61,0.08
70410,11.01,1.69,17.66,-98.6,1.28,1.38,-0.35
70452,11.13,1.04,-75.18,-22.86,1.02,0.84,-0.35
70498,1.86,1.43,-0.59,-10.12,1.74,1.21,0.23
70513,5.8,1.74,-23.95,-11.3,1.84,1.67,-0.35
70538,12.99,1.09,-4.7,-56.07,0.95,0.82,-0.29
70564,11.11,1.24,42.93,6.39,1.01,1.13,0.08
70573,11.01,1.05,-125.73,13.15,0.69,0.86,0.58
70576,10.38,0.72,13.55,-6.35,0.66,0.62,-0.13
70577,0.49,1.73,-8.13,5.72,1.58,1.27,-0.39
70582,4.4,4.91,-123.76,20.8,4.94,3.58,-0.41
70583,-0.46,1.6,-19.95,-12.99,1.3,1.61,-0.05
70584,3.25,2.09,-24.08,1.49,2.18,1.7,-0.34
70597,11.44,1.74,-56.66,-41.42,1.33,1.47,-0.05
70604,5.18,2.47,-45.62,-12.53,2.16,1.9,-0.21
70607,10.61,2.49,114.16,-85.76,2.38,1.99,0.03
70619,9.77,1.18,-8.21,-4.95,1.13,1.12,-0.47
70643,9.53,2.84,-52.34,-68.64,2.58,2.29,-0.59
70662,3.24,2.85,-23.6,-5.34,2.42,2.68,-0.38
70694,8.98,2.83,-46.14,8.83,2.43,2.09,-0.43
70796,4.73,0.92,19.8,-20.11,0.77,0.84,-0.06
70845,13.25,7.56,81.95,-61.34,8.2,5.15,0.0
70854,1.82,1.82,22.24,-12.39,1.57,1.26,-0.2
70868,14.79,1.1,-116.83,-33.14,0.87,0.77,-0.2
70869,5.45,1.14,-38.19,2.9,0.62,0.89,0.33
70910,4.15,1.79,3.21,10.81,1.56,1.59,-0.08
70973,26.04,1.04,-203.98,-21.64,1.18,0.74,-0.03
70979,6.45,2.1,-33.9,10.3,1.65,1.63,-0.3
71000,11.02,0.92,-20.49,19.93,0.71,0.76,-0.01
71002,11.88,0.68,36.16,-58.8,0.46,0.51,0.44
71006,22.85,1.65,221.95,-375.28,1.86,1.33,-0.12
71041,6.79,5.64,-9.06,5.26,6.69,7.44,-0.69
71055,1.63,0.77,-5.04,-5.79,0.69,0.74,0.25
71059,-1.15,3.16,-34.19,1.51,2.94,2.27,-0.22
71094,14.03,0.92,-69.92,-23.82,0.71,0.79,-0.47
71102,8.35,2.48,-13.52,33.83,2.02,2.14,-0.2
71113,9.27,3.25,-49.5,7.41,3.93,3.0,0.03
71140,8.02,1.09,-20.85,-17.91,1.09,1.17,-0.22
71154,7.92,0.97,40.41,-39.68,1.23,0.79,0.12
71155,8.21,1.01,-12.37,-27.59,1.18,1.5,0.27
71161,5.62,0.72,-16.1,-4.85,0.71,0.94,-0.07
71183,5.6,2.28,-104.41,-55.83,1.99,1.85,0.46
71206,12.9,0.73,-44.41,41.44,0.67,0.6,-0.03
71222,6.55,1.07,-8.52,9.6,1.06,1.15,0.1
71268,4.76,1.32,-31.73,22.73,0.9,1.06,0.12
71283,4.27,1.11,1.05,-9.57,1.01,1.13,-0.01
71346,8.28,1.87,-85.78,-12.53,1.55,1.65,-0.2
71362,11.61,2.65,-6.36,-24.12,2.33,2.86,-0.35
71369,13.84,1.66,-51.6,-5.56,1.39,1.34,0.08
71377,9.24,1.7,-7.06,-16.35,2.04,1.43,-0.38
71385,5.8,2.02,-34.53,-21.41,1.54,1.46,-0.07
71413,5.43,4.01,0.53,-11.05,3.7,3.12,-0.66
71457,3.55,1.23,-3.35,-2.88,1.0,1.08,-0.3
71462,19.12,1.43,-358.85,9.58,1.43,1.19,-0.31
71467,9.31,1.74,-13.47,46.55,1.93,1.33,-0.12
71518,7.29,0.85,-27.79,-39.92,0.72,0.71,-0.29
71525,2.88,3.03,-4.45,-12.35,1.86,2.7,0.37
71547,2.35,1.83,-15.51,-4.29,1.83,1.37,-0.05
71548,11.67,1.36,-57.99,6.85,1.62,1.38,-0.07
71550,5.66,1.33,-14.88,-8.95,1.27,1.25,0.24
71557,8.08,5.09,27.76,-40.12,5.18,4.35,-0.17
71593,4.3,1.12,9.66,2.09,1.16,0.91,-0.25
71619,19.24,1.61,-13.06,-174.32,1.7,1.16,0.03
71621,4.17,1.77,-26.92,-5.48,1.74,1.35,0.04
71651,5.25,1.59,-12.04,-16.41,1.34,1.22,-0.54
71668,1.09,0.95,-4.87,-5.63,0.65,0.77,0.46
71689,2.45,1.45,-8.59,-2.73,1.54,1.33,-0.4
71693,13.6,1.44,48.4,23.81,1.15,1.35,-0.17
71703,14.96,2.56,-196.31,-45.98,3.24,2.35,-0.17
71706,8.24,2.85,21.48,-33.28,2.66,2.47,-0.41
71710,4.99,1.67,1.37,-3.94,1.57,1.21,-0.4
71733,7.18,1.52,-15.78,-3.21,1.84,1.24,0.09
71740,9.06,1.36,20.04,-34.11,1.4,1.18,-0.16
71764,6.77,2.15,-50.67,-57.43,1.9,2.01,-0.28
71768,8.73,1.41,-37.97,-35.83,0.94,1.37,0.45
71792,5.52,1.25,-35.02,-12.26,1.32,1.03,-0.15
71793,5.71,2.69,0.08,26.7,2.27,2.36,-0.04
71795,18.07,1.24,52.36,-12.71,1.21,0.97,-0.38
71810,10.63,1.06,26.98,-10.63,0.9,0.95,-0.04
71815,4.46,1.7,-33.8,-22.76,1.81,1.54,-0.03
71828,8.21,1.63,-14.58,-32.51,1.63,1.68,-0.3
71833,6.64,2.73,47.48,-31.33,2.11,2.4,-0.2
71835,5.75,3.9,-8.74,-5.37,4.24,4.53,-0.14
71840,-0.89,3.1,-48.78,25.73,2.76,2.44,-0.28
71853,3.02,1.2,-14.89,-15.03,1.09,0.93,-0.14
71857,6.86,0.75,-11.09,-56.32,0.55,0.57,-0.38
71866,3.18,1.09,6.66,16.67,1.03,1.36,0.06
71914,44.54,2.57,-253.82,-153.53,2.88,4.54,-0.71
71927,1.26,1.65,2.71,-22.96,1.39,1.36,0.16
71956,2.67,1.14,-18.26,9.42,1.24,1.21,-0.29
71977,5.75,2.72,2.4,-5.96,1.91,2.04,-0.17
71994,5.92,0.86,16.41,-6.49,0.73,0.76,-0.02
72000,2.68,0.93,-4.43,-4.78,0.66,0.76,0.33
72001,3.26,2.17,-7.39,-3.31,1.47,2.0,0.27
72050,3.19,1.25,3.71,25.5,1.27,1.21,-0.1
72058,14.58,1.79,-176.41,-99.08,1.96,1.35,-0.02
72072,6.33,1.32,4.89,2.62,1.11,1.19,-0.06
72079,9.02,3.61,2.18,-11.42,4.53,4.04,-0.5
72080,5.17,1.54,-30.52,-4.28,1.61,1.35,-0.31
72102,6.57,1.61,-33.0,26.75,2.28,1.29,0.1
72105,15.55,0.78,-50.65,20.0,0.68,0.62,-0.49
72153,11.81,1.26,-70.88,53.01,1.23,1.62,0.07
72163,4.16,2.4,-26.02,11.51,2.81,2.34,-0.09
72191,15.58,4.38,-126.98,43.4,4.63,3.76,-0.34
72217,23.64,1.07,-56.02,-103.63,1.12,0.93,-0.59
72221,23.15,1.84,73.74,-264.01,1.14,1.18,-0.44
72222,1.63,1.2,-24.98,1.05,0.88,0.96,-0.09
72252,3.91,2.18,5.4,0.68,3.0,1.69,0.34
72254,2.63,1.18,-38.29,-36.76,1.19,1.05,0.37
72279,4.7,2.1,-31.43,2.49,2.12,1.74,0.22
72284,4.29,4.53,23.46,-3.62,6.0,3.82,0.01
72368,3.33,1.45,-15.1,-17.0,1.02,1.25,0.33
72377,4.44,1.09,-11.96,-14.91,0.81,1.08,0.2
72411,8.0,2.49,-21.89,-34.66,2.29,2.17,-0.04
72412,12.36,1.13,-101.06,57.29,1.34,0.96,-0.44
72423,19.56,1.5,25.71,-61.24,2.14,1.34,-0.34
72426,-0.46,2.42,14.81,1.08,2.82,2.12,-0.64
72445,18.37,4.02,-86.18,-90.0,3.03,3.3,-0.35
72447,17.23,1.78,10.91,-87.35,1.96,1.47,-0.35
72455,12.79,0.93,-2.38,12.69,0.93,0.92,-0.09
72463,19.55,2.31,-253.2,118.9,1.78,2.21,0.06
72464,3.58,2.29,-43.54,8.05,1.7,2.12,-0.7
72478,7.42,1.44,37.97,-3.53,1.6,1.37,-0.15
72479,24.21,1.29,-139.17,-184.91,1.01,1.0,-0.46
72486,18.33,1.14,39.55,25.65,1.12,0.98,-0.07
72489,13.86,1.3,-65.89,-14.79,1.46,1.01,0.19
72492,4.13,1.35,-10.37,-47.76,1.05,1.24,-0.16
72493,41.69,1.24,-107.28,-320.91,0.7,0.95,0.47
72524,14.22,0.87,-76.93,99.13,0.95,0.78,-0.21
72527,5.42,1.88,-24.54,-4.06,1.65,1.43,-0.55
72541,2.37,3.38,-21.85,-27.81,2.92,2.92,-0.17
72591,0.59,2.2,-19.0,-19.93,1.91,1.98,-0.14
72598,3.57,1.68,-15.38,0.14,1.71,1.56,0.03
72601,3.69,1.09,-6.78,-10.58,0.63,0.91,0.5
72639,11.75,3.09,-64.37,-68.27,2.15,2.32,-0.23
72666,17.45,1.62,-18.28,-31.74,1.38,1.85,0.17
72668,8.67,2.63,-17.17,-23.87,3.38,2.44,-0.55
72671,3.43,0.63,-10.0,-3.98,0.57,0.55,0.16
72683,8.0,0.78,-24.79,-26.8,0.93,0.7,0.26
72708,2.54,3.14,-13.73,-6.68,3.56,2.63,0.13
72718,8.2,0.77,11.12,-53.71,0.76,0.8,0.07
72725,9.12,0.95,9.6,-0.09,0.76,0.79,-0.55
72736,3.81,3.75,-4.33,-23.31,3.14,3.11,-0.44
72737,2.28,1.37,-41.34,0.75,1.16,1.21,0.13
72757,9.25,3.62,-31.25,-13.48,2.83,3.63,-0.64
72764,19.46,1.56,-26.67,195.43,1.25,1.35,-0.51
72773,3.22,1.22,-10.05,-4.11,0.91,1.09,0.22
72819,14.19,0.76,-13.03,-2.51,0.72,0.89,-0.2
72821,21.63,1.45,-61.66,-188.38,1.32,1.61,-0.48
72826,4.79,1.0,0.27,19.01,0.98,1.28,-0.22
72833,10.19,0.69,18.33,34.31,0.47,0.59,0.37
72846,20.4,1.43,-23.6,23.11,1.42,1.18,-0.52
72851,2.32,2.57,-9.31,-10.11,2.57,2.22,0.34
72864,3.24,1.33,-7.0,-2.28,1.17,1.11,0.58
72865,1.51,1.23,5.23,2.33,1.24,0.99,-0.42
72873,2.95,2.54,22.21,-32.12,2.91,1.77,-0.15
72896,97.83,5.99,-679.64,102.46,7.8,6.35,-0.12
72902,5.84,1.69,24.33,-31.86,1.74,1.66,-0.38
72912,4.91,0.72,-18.86,-2.03,0.66,0.85,0.0
72917,3.28,2.83,-5.3,-5.67,2.72,2.79,-0.06
72918,10.49,3.04,-0.12,-24.03,2.99,2.84,0.11
72921,23.05,2.02,-263.97,-172.75,1.2,1.81,0.5
72950,3.17,1.3,-23.15,-31.02,1.1,1.15,-0.21
72997,1.3,5.88,11.85,-9.55,5.78,5.69,-0.47
73011,2.12,1.02,7.44,-20.63,0.98,1.26,-0.25
73047,3.71,0.97,-22.17,-31.64,0.85,0.98,-0.14
73055,4.73,1.78,-3.17,-4.86,1.78,1.51,-0.27
73085,11.64,3.68,-188.13,50.89,3.59,3.09,-0.46
73105,9.43,0.9,-11.86,-0.91,0.9,1.06,0.1
73108,16.24,1.35,-72.49,-38.73,3.62,4.96,-0.47
73111,5.21,0.99,-29.91,-22.46,0.81,0.94,-0.34
73118,3.22,0.72,-9.11,-4.09,0.57,0.57,0.35
73120,1.76,1.75,-6.8,4.58,1.52,2.04,-0.3
73135,16.57,2.05,29.29,-22.2,1.59,1.6,0.02
73167,4.46,1.18,-22.52,-31.09,0.7,1.05,0.52
73195,3.54,1.34,-5.15,-9.2,1.11,1.08,0.01
73202,6.67,2.8,-35.27,16.19,2.62,2.59,-0.55
73230,-0.97,1.86,-6.23,-7.65,1.86,1.65,0.18
73254,1.05,1.62,-4.39,-2.2,1.13,1.45,0.47
73255,6.2,3.76,-38.01,-21.86,4.96,2.7,0.01
73263,1.53,1.88,-10.66,-7.36,1.8,1.82,-0.16
73284,9.32,1.42,-47.62,-8.6,1.42,1.29,-0.07
73320,4.67,2.15,6.5,-3.5,1.94,2.33,-0.65
73334,6.05,0.73,-17.76,-21.33,0.56,0.61,-0.12
73339,4.75,2.32,-24.68,-13.4,4.93,2.5,0.63
73346,5.85,1.4,-30.79,13.81,1.39,1.28,0.23
73411,5.82,1.62,-27.64,-41.02,1.42,1.38,-0.48
73436,8.98,0.63,48.97,14.95,0.55,0.58,-0.23
73451,1.36,1.47,-12.28,-11.67,1.05,1.23,-0.21
73468,1.64,0.73,-5.72,4.42,0.69,0.76,0.06
73479,1.21,2.68,9.03,3.62,3.95,2.44,0.29
73523,7.44,1.84,-5.35,-23.69,1.64,1.44,-0.42
73534,-0.6,3.44,-16.79,-7.14,4.65,3.14,0.16
73536,3.19,1.21,6.45,-15.03,1.25,0.98,-0.51
73609,1.73,1.88,-2.17,-11.65,1.29,1.52,0.43
73667,4.81,2.03,-17.11,-15.09,1.89,2.63,-0.51
73695,78.39,1.03,-436.24,18.94,1.2,1.17,0.31
73698,3.69,1.55,-8.05,-6.43,1.29,1.34,-0.21
73717,28.63,1.7,-212.49,-10.78,1.95,1.43,-0.51
73724,7.55,1.37,13.41,-33.77,1.64,1.35,-0.42
73748,4.13,1.22,-12.79,10.19,0.98,1.12,-0.21
73761,4.42,2.56,-26.41,-13.81,3.0,2.01,0.16
73779,5.05,2.78,9.28,4.63,2.71,2.19,0.15
73793,7.26,1.75,26.3,23.21,1.47,1.56,0.41
73804,9.84,1.93,39.73,-32.56,1.83,1.82,-0.18
73807,6.56,0.96,-23.39,-21.11,0.81,0.92,-0.31
73828,-0.28,3.16,-12.21,-10.69,1.98,3.0,0.41
73836,8.03,2.98,-29.37,1.04,2.56,2.88,-0.57
73843,8.54,2.66,-37.39,36.02,3.02,2.07,-0.31
73846,22.04,1.96,-225.19,-5.44,1.92,1.27,-0.33
73849,9.96,2.84,44.57,-77.67,2.48,2.72,-0.55
73892,6.82,3.0,-11.06,-34.26,2.88,2.83,0.23
73895,7.52,3.65,-139.31,-170.44,3.5,2.86,-0.32
73915,6.35,0.94,28.24,-48.67,0.86,1.14,0.07
73921,4.36,1.02,-12.55,-19.29,0.83,1.02,0.3
73924,12.65,2.04,-8.82,-25.69,2.44,2.12,0.56
73962,9.43,2.17,25.11,-54.49,1.91,1.65,0.04
73970,6.06,1.48,6.63,-54.08,1.2,1.44,-0.13
74027,3.89,3.21,-46.43,11.54,2.67,3.6,-0.58
74040,9.34,1.75,-42.81,32.28,1.86,2.38,-0.21
74044,8.02,0.92,-0.47,-5.81,0.89,1.0,0.09
74054,12.42,2.16,-47.7,-84.39,2.08,1.89,-0.17
74106,15.1,4.05,21.92,-91.1,4.25,2.85,-0.68
74117,8.02,0.69,-17.32,-26.11,0.55,0.6,-0.32
74125,9.65,3.13,-4.84,-18.39,4.38,2.37,-0.15
74157,9.59,1.47,-58.55,-2.59,1.28,1.62,-0.37
74185,0.71,4.31,-6.86,-48.37,4.2,4.2,-0.2
74219,7.09,1.72,-55.8,-41.5,1.99,1.76,-0.2
74257,4.38,0.9,-7.56,5.67,1.17,0.91,0.15
74259,14.55,1.64,-119.38,86.89,1.27,1.42,-0.32
74275,3.12,1.67,-10.47,2.83,0.96,1.32,0.53
74308,9.44,6.65,-17.07,-43.33,8.1,8.11,0.17
74332,2.75,1.61,-30.3,-11.59,1.5,1.37,-0.28
74336,8.38,1.03,-14.68,14.9,0.95,1.07,-0.45
74345,3.58,2.43,-24.32,-3.44,2.91,2.39,0.13
74347,4.35,0.81,-11.18,-13.42,0.5,0.71,0.36
74355,4.54,0.61,-19.8,8.88,0.59,0.64,0.13
74364,-2.0,3.15,-13.95,14.38,3.21,2.75,-0.4
74386,3.93,1.45,-16.41,11.38,1.94,1.39,0.01
74420,10.27,4.3,-3.35,-9.67,4.17,4.3,-0.56
74426,11.0,2.05,92.19,32.72,1.95,1.98,-0.04
74428,4.91,0.98,-18.99,3.34,0.98,1.26,-0.09
74433,6.98,0.75,-19.89,43.55,0.79,0.74,0.07
74447,4.42,1.27,-8.0,-7.47,1.11,1.2,0.02
74469,8.49,1.9,-83.12,-35.04,1.89,1.7,-0.23
74492,10.79,2.52,21.59,-60.88,2.45,1.95,0.05
74504,3.1,1.15,-10.82,24.59,1.27,1.24,-0.41
74552,3.93,0.91,-7.13,-20.76,0.83,0.78,0.26
74563,4.32,1.51,-5.69,2.22,1.66,1.55,-0.4
74570,6.56,1.47,-27.07,-18.01,1.54,1.18,0.35
74630,3.76,0.85,-15.21,-20.16,0.46,0.75,0.21
74631,7.9,0.93,-32.35,44.41,0.77,0.88,0.21
74634,4.52,6.11,-3.58,-11.72,4.87,5.62,0.12
74643,8.28,1.46,20.41,0.4,1.09,1.14,0.11
74648,6.13,4.17,-2.97,-10.22,4.58,2.78,-0.21
74649,6.98,0.95,-23.06,3.91,1.1,0.65,-0.02
74655,1.73,1.49,-14.27,-6.86,1.53,1.35,-0.24
74675,7.42,1.36,-24.6,10.9,1.42,1.04,-0.03
74701,8.29,0.7,-13.36,-45.65,0.47,0.68,0.32
74703,16.48,2.61,27.21,-26.84,3.43,1.93,-0.3
74707,2.54,0.73,-10.38,-4.87,0.91,0.75,0.05
74750,1.7,0.89,-1.55,-4.09,0.73,0.74,0.46
74791,-1.01,1.93,-16.61,-7.57,1.6,1.81,-0.11
74814,6.06,2.02,-8.26,-6.41,3.2,1.66,0.06
74823,3.88,2.55,5.98,-26.83,2.86,1.79,0.44
74869,2.3,1.34,-5.64,-4.24,0.96,1.26,0.15
74874,1.88,0.97,-3.53,-16.03,0.67,0.99,0.3
74893,26.1,1.27,94.41,73.55,1.35,1.17,-0.32
74917,9.61,0.98,21.37,-9.05,0.79,1.04,0.25
74919,6.22,1.67,-36.44,-21.62,1.47,1.56,-0.09
74971,0.89,2.23,-4.37,8.73,2.49,1.94,0.1
74974,1.92,1.83,-5.92,-5.33,1.53,1.67,-0.41
74986,4.16,2.12,-33.77,-9.1,1.51,2.17,-0.14
75012,11.51,3.36,-36.55,-17.84,3.81,2.22,-0.37
75031,6.43,0.74,15.81,0.78,0.71,0.88,-0.14
75065,10.45,3.05,-46.81,-0.02,4.42,3.12,-0.29
75072,3.77,2.11,-8.56,-19.33,2.18,1.9,0.06
75084,6.59,1.53,33.46,0.56,1.41,1.13,-0.13
75086,3.26,1.08,2.51,-15.12,1.28,1.15,0.11
75090,32.69,2.02,-460.14,-196.84,1.68,1.65,-0.23
75091,2.6,0.79,-6.32,-10.16,0.5,0.7,0.53
75103,5.69,1.49,3.58,37.58,1.39,1.52,-0.08
75107,7.35,0.66,44.21,-25.63,0.58,0.64,0.03
75117,6.79,3.63,-40.76,94.22,2.88,3.97,-0.53
75133,13.26,2.28,-187.7,26.59,3.0,1.83,-0.26
75186,0.06,1.5,-4.94,-8.45,1.49,1.3,-0.12
75189,12.28,1.45,16.82,13.71,1.48,1.3,-0.08
75255,29.62,2.39,-364.94,-255.73,1.91,1.98,-0.06
75258,2.17,1.19,-4.81,-11.53,0.83,1.16,-0.14
75264,6.47,0.61,-20.25,-20.13,0.83,0.71,0.03
75270,6.33,1.44,-35.59,-18.16,1.64,1.15,0.36
75302,7.32,0.95,-45.47,33.27,0.98,0.95,0.16
75305,7.78,1.2,-5.2,14.75,1.26,1.29,-0.1
75312,53.7,1.24,125.77,-176.48,0.62,0.81,0.11
75323,6.4,0.99,-10.29,-36.57,0.77,0.84,0.2
75339,3.91,4.71,-9.07,-1.31,3.75,3.59,0.05
75392,9.22,1.43,-36.14,-38.21,1.72,1.13,-0.24
75396,3.34,1.79,-19.7,-1.0,1.85,1.45,-0.07
75404,6.64,3.9,-38.92,-21.47,4.69,3.36,0.32
75415,26.82,0.89,-140.95,84.97,0.78,0.87,0.26
75425,5.48,1.24,39.76,-55.49,1.6,1.16,-0.01
75454,11.03,5.39,5.19,-30.08,4.03,4.5,-0.49
75476,6.82,0.88,-20.53,-25.0,0.78,0.82,-0.2
75478,15.01,2.28,-23.85,-43.46,2.1,1.65,-0.45
75483,16.34,6.01,-51.53,-19.77,8.35,13.31,-0.6
75519,4.34,2.93,17.09,-4.46,2.5,2.73,-0.62
75525,5.3,3.2,-20.48,-8.98,2.92,2.44,-0.6
75529,15.6,0.86,122.54,-25.28,0.85,0.91,-0.09
75560,6.33,2.4,12.44,-6.8,2.44,3.07,-0.62
75563,7.44,2.2,19.62,-21.25,2.62,2.1,0.19
75580,11.15,1.04,107.9,-70.59,1.0,0.96,0.03
75593,9.18,2.83,-65.71,23.3,3.38,2.71,-0.26
75602,6.64,1.76,-12.49,-19.06,1.4,1.52,-0.03
75617,6.72,3.45,-6.99,2.64,3.21,2.76,-0.52
75621,5.53,2.5,-5.52,-32.37,2.02,2.45,-0.28
75631,5.84,1.2,9.29,9.61,1.15,1.31,-0.02
75643,6.13,1.73,-0.28,-22.73,1.96,1.44,0.01
75653,11.57,1.08,-63.45,41.69,1.02,1.18,-0.43
75669,5.92,2.65,-19.29,-15.55,3.45,2.28,-0.25
75682,5.73,2.12,-9.81,-27.48,2.54,1.67,-0.2
75693,2.81,4.31,2.06,-0.14,5.11,3.38,-0.45
75724,5.13,1.38,-20.27,-11.87,1.37,1.17,-0.12
75768,11.32,1.78,10.26,-37.51,1.66,1.4,-0.4
75769,11.47,2.57,23.92,40.14,2.75,3.12,-0.4
75772,5.27,1.07,-8.69,-5.13,1.09,1.13,-0.36
75796,5.53,1.62,-44.24,23.74,1.58,1.74,-0.02
75804,0.61,2.36,-12.63,10.9,2.74,2.28,-0.33
75814,4.24,2.74,-9.78,-12.97,2.14,2.74,0.38
75842,12.05,1.34,-25.09,-47.26,1.52,1.34,0.3
75864,-1.25,2.64,-28.2,-8.26,2.77,2.25,-0.27
75882,6.47,1.44,8.95,-8.47,1.64,1.13,-0.23
75889,7.76,3.16,-75.87,-40.49,2.67,2.58,-0.28
75912,7.51,2.49,-31.81,-4.32,2.68,1.97,-0.41
75924,10.91,3.21,-28.3,-31.72,2.82,2.77,-0.25
75937,10.95,2.0,19.95,-45.99,1.86,2.2,0.35
75949,3.27,0.96,5.69,-33.03,0.91,0.91,0.09
75955,1.44,1.56,-4.57,-1.91,1.66,1.5,0.1
75962,15.61,2.82,-51.33,-62.78,3.08,2.56,-0.37
75963,3.98,0.92,24.44,-23.91,0.82,0.96,-0.02
76001,9.98,0.98,-21.25,-31.09,0.93,0.87,-0.1
76009,1.73,2.51,-1.67,-4.53,3.37,2.75,0.51
76078,6.26,3.26,0.03,13.98,3.47,3.01,-0.53
76097,7.78,0.91,24.31,63.38,0.97,1.01,0.04
76118,9.2,1.32,-33.77,2.38,1.67,1.25,-0.07
76119,12.61,4.2,-86.23,-104.8,3.23,3.55,-0.57
76127,10.49,0.66,-19.62,-8.94,0.48,0.6,0.28
76148,11.39,3.54,-68.07,-75.97,2.49,2.62,-0.27
76156,19.21,0.81,-4.28,48.83,0.85,0.98,-0.09
76184,6.07,1.37,-26.81,-50.08,0.92,1.28,0.3
76203,26.47,2.1,-93.94,-323.82,2.25,1.99,-0.44
76242,3.47,1.43,0.96,14.86,1.06,1.25,0.3
76250,5.97,4.62,6.99,-21.92,8.58,4.41,0.13
76275,19.93,2.51,-32.11,-28.42,2.66,2.37,-0.55
76287,4.75,1.21,-5.67,-24.41,1.29,1.15,-0.42
76296,1.36,1.07,4.54,-4.67,1.18,0.96,-0.1
76297,5.75,1.24,-16.05,-25.52,1.23,1.04,-0.32
76319,2.43,1.18,6.95,-0.64,1.36,1.05,-0.11
76328,17.17,1.45,62.13,-79.74,1.61,1.36,0.3
76361,10.28,1.91,5.81,-1.29,1.98,1.95,0.38
76368,12.19,1.66,-59.93,12.73,2.35,1.76,-0.7
76371,7.51,0.73,-20.42,-21.48,0.58,0.58,0.0
76382,45.85,0.79,-482.47,27.52,2.25,1.47,0.29
76385,5.23,1.56,-1.5,54.52,1.46,1.59,0.06
76387,6.5,1.74,-22.25,-11.66,1.71,1.76,-0.08
76390,4.65,2.86,-18.64,7.39,3.37,2.16,0.13
76391,12.69,1.17,-19.82,93.4,0.9,1.08,-0.1
76396,4.56,1.08,-46.76,-44.45,0.9,1.02,-0.12
76405,6.49,1.37,8.64,-36.32,1.54,1.25,0.01
