CCDM,Qual,Ncomp,comp_id,HIP,Hp,theta,rho,recno
03206+1911,A,2,B,15566,9.361,111.0,1.16,3072
03206-8608,A,2,A,15574,9.318,,,3073
03206-8608,A,2,B,15574,9.969,272.0,0.297,3074
03209+0110,A,2,A,15599,8.803,,,3075
03209+0110,A,2,B,15599,10.994,173.2,2.08,3076
03209+2031,B,2,A,15597,6.976,,,3077
03209+2031,B,2,B,15597,10.792,338.0,0.59,3078
03211+4322,A,2,B,15617,9.838,,,3079
03211+4322,A,2,A,15617,10.175,188.1,3.407,3080
03211-2610,C,2,A,15616,8.749,,,3081
03211-2610,C,2,B,15616,11.212,270.0,0.19,3082
03212+1347,A,2,A,15625,10.393,,,3083
03212+1347,A,2,B,15625,12.405,266.7,6.2,3084
03212+2109,A,2,A,15627,5.354,,,3085
03212+2109,A,2,B,15627,8.168,227.0,0.81,3086
03212+5910,A,2,A,15623,8.451,,,3087
03212+5910,A,2,B,15623,10.412,70.0,5.61,3088
03213+1038,A,2,A,15633,9.187,,,3089
03213+1038,A,2,B,15633,9.426,52.0,0.27,3090
03218+6830,A,2,A,15665,10.097,,,3091
03218+6830,A,2,B,15665,10.184,339.0,2.1,3092
03221+4440,A,2,A,15688,10.041,,,3093
03221+4440,A,2,B,15688,10.784,34.0,0.26,3094
03221-1316,D,2,A,15690,8.995,,,3095
03221-1316,D,2,B,15689,11.527,211.1,21.15,3096
03222+6244,A,2,A,15686,7.775,,,3097
03222+6244,A,2,B,15691,10.476,118.3,20.13,3098
03223-4119,A,2,A,15703,9.341,,,3099
03223-4119,A,2,B,15703,9.56,179.5,1.027,3100
03225-6547,A,2,A,15719,7.922,,,3101
03225-6547,A,2,B,15719,10.756,32.0,0.32,3102
03226-1142,B,2,A,15727,8.789,,,3103
03226-1142,B,2,B,15727,12.05,135.0,2.08,3104
03227-2714,A,2,A,15736,8.548,,,3105
03227-2714,A,2,B,15736,10.506,239.0,0.2,3106
03227-3828,B,2,A,15733,8.603,,,3107
03227-3828,B,2,B,15733,12.178,249.0,3.66,3108
03228+2045,A,2,A,15737,5.304,,,3109
03228+2045,A,2,B,15737,8.503,289.0,0.53,3110
03229+2949,A,2,A,15744,8.6,,,3111
03229+2949,A,2,B,15746,8.786,101.47,10.45,3112
03230+6612,C,2,A,15755,9.704,,,3113
03230+6612,C,2,B,15755,13.158,244.0,0.58,3114
03233-5000,A,2,A,15774,8.696,,,3115
03233-5000,A,2,B,15771,10.15,237.46,14.67,3116
03235+5209,A,2,A,15790,9.127,,,3117
03235+5209,A,2,B,15790,10.328,149.0,0.31,3118
03235-1413,A,2,A,15786,8.126,,,3119
03235-1413,A,2,B,15786,9.96,96.0,0.554,3120
03236+0453,A,2,A,15807,6.575,,,3121
03236+0453,A,2,B,15807,9.894,353.0,0.99,3122
03240-2613,D,2,A,15833,8.241,,,3123
03240-2613,D,2,B,15834,9.664,94.76,20.75,3124
03241+2347,A,2,A,15844,10.803,,,3125
03241+2347,A,2,B,15844,12.072,347.1,2.25,3126
03242+1733,A,2,A,15854,8.645,,,3127
03242+1733,A,2,B,15854,9.558,120.1,5.6,3128
03242+6727,A,2,A,15855,7.858,,,3129
03242+6727,A,2,B,15852,9.284,296.25,11.237,3130
03242+7016,A,2,A,15851,9.579,,,3131
03242+7016,A,2,B,15851,9.777,207.0,0.17,3132
03244-1400,A,2,A,15869,7.055,,,3133
03244-1400,A,2,B,15869,9.284,279.5,2.35,3134
03245+3332,A,2,A,15876,5.816,,,3135
03245+3332,A,2,B,15876,9.657,152.5,4.49,3136
03246-4540,A,2,A,15883,7.385,,,3137
03246-4540,A,2,B,15883,8.82,341.5,2.879,3138
03246-4651,A,2,A,15881,9.974,,,3139
03246-4651,A,2,B,15881,10.256,248.3,0.747,3140
03246-5104,A,2,A,15884,6.569,,,3141
03246-5104,A,2,C,15884,9.722,58.0,0.78,3142
03252-2951,A,2,A,15930,7.482,,,3143
03252-2951,A,2,B,15930,10.589,130.0,0.4,3144
03253+6029,C,2,A,15941,8.112,,,3145
03253+6029,C,2,C,15941,11.61,329.0,0.79,3146
03254-0109,A,2,A,15956,9.143,,,3147
03254-0109,A,2,B,15955,10.254,183.06,17.09,3148
03256+4531,A,2,A,15972,7.592,,,3149
03256+4531,A,2,B,15972,10.423,32.4,1.64,3150
03256+4701,A,2,A,15971,8.998,,,3151
03256+4701,A,2,B,15970,10.383,316.7,14.11,3152
03256-3819,A,2,A,15964,8.123,,,3153
03256-3819,A,2,B,15964,10.127,212.0,0.2,3154
03260+4536,A,2,A,15992,9.851,,,3155
03260+4536,A,2,B,15992,10.214,125.0,1.934,3156
03261+1229,A,2,A,16008,8.821,,,3157
03261+1229,A,2,B,16008,10.376,78.0,0.26,3158
03261+2015,A,2,A,15996,9.019,,,3159
03261+2015,A,2,B,15996,9.921,192.0,1.21,3160
03262-5917,A,2,A,16013,9.264,,,3161
03262-5917,A,2,B,16013,10.614,205.0,2.2,3162
03263-0102,A,2,A,16021,8.806,,,3163
03263-0102,A,2,B,16021,11.421,257.3,15.55,3164
03264+3520,A,2,A,16025,8.799,,,3165
03264+3520,A,2,B,16025,10.58,172.0,0.24,3166
03266+2843,B,2,B,16042,6.686,,,3167
03266+2843,B,2,A,16042,9.835,232.0,0.34,3168
03266-0106,A,2,A,16045,11.211,,,3169
03266-0106,A,2,B,16045,11.419,124.5,2.65,3170
03266-5310,D,2,A,16039,9.901,,,3171
03266-5310,D,2,B,16039,13.609,28.0,0.81,3172
03268-5528,A,2,A,16055,9.715,,,3173
03268-5528,A,2,B,16055,10.064,22.5,1.651,3174
03270-6330,D,2,A,16069,8.231,,,3175
03270-6330,D,2,B,16068,9.658,194.15,23.2,3176
03271-3753,A,2,A,16080,8.191,,,3177
03271-3753,A,2,B,16078,10.014,311.33,12.84,3178
03272+0944,A,2,A,16083,3.74,,,3179
03272+0944,A,2,B,16083,7.552,315.0,0.63,3180
03275+1911,A,2,A,16109,9.723,,,3181
03275+1911,A,2,B,16109,10.517,165.8,1.01,3182
03278+2411,A,2,A,16132,8.044,,,3183
03278+2411,A,2,B,16132,11.519,170.0,0.44,3184
03279+4614,A,2,A,16135,10.571,,,3185
03279+4614,A,2,B,16135,11.826,262.0,0.54,3186
03280+2028,A,3,A,16143,7.72,,,3187
03280+2028,A,3,B,16143,8.079,27.0,0.24,3188
03280+2028,A,3,C,16143,8.271,162.5,6.82,3189
03282-3551,B,2,A,16156,6.576,,,3190
03282-3551,B,2,B,16156,10.357,247.3,6.49,3191
03284+2248,D,2,A,16181,6.218,,,3192
03284+2248,D,2,B,16181,10.447,65.0,0.81,3193
03284+5955,A,2,A,16183,8.113,,,3194
03284+5955,A,2,B,16183,8.878,272.4,1.955,3195
03284+6015,A,2,A,16177,6.734,,,3196
03284+6015,A,2,B,16177,8.287,3.0,0.29,3197
03284-0434,A,3,A,16172,8.5,,,3198
03284-0434,A,3,B,16172,9.916,24.0,0.48,3199
03284-0434,A,3,C,16172,11.735,117.3,6.96,3200
03285+5740,A,2,A,16185,9.437,,,3201
03285+5740,A,2,B,16185,9.704,109.0,0.15,3202
03287+5026,A,2,A,16196,8.091,,,3203
03287+5026,A,2,B,16196,9.092,213.2,2.768,3204
03288-8323,A,2,A,16208,10.102,,,3205
03288-8323,A,2,B,16208,11.18,36.7,0.79,3206
03291+5956,D,2,A,16228,4.339,,,3207
03291+5956,D,2,B,16228,8.224,164.0,2.32,3208
03292+4503,A,2,A,16235,7.568,,,3209
03292+4503,A,2,B,16235,8.586,95.64,3.945,3210
03294+4931,A,2,A,16244,4.756,,,3211
03294+4931,A,2,B,16244,7.176,149.0,0.72,3212
03298+1844,D,2,A,16271,9.14,,,3213
03298+1844,D,2,B,16271,13.11,282.7,7.42,3214
03298+8403,D,2,A,16267,9.766,,,3215
03298+8403,D,2,D,16267,10.137,338.0,0.17,3216
03299-5554,A,2,A,16284,9.758,,,3217
03299-5554,A,2,B,16284,9.879,186.5,0.711,3218
03300-1109,A,2,A,16291,8.674,,,3219
03300-1109,A,2,B,16291,10.239,50.5,2.78,3220
03301+1123,D,2,A,16296,9.188,,,3221
03301+1123,D,2,B,16296,12.023,0.0,1.17,3222
03302+5922,A,2,A,16303,6.432,,,3223
03302+5922,A,2,B,16303,7.89,70.3,2.645,3224
03303+1254,A,2,A,16314,8.498,,,3225
03303+1254,A,2,B,16314,11.119,154.0,0.32,3226
03304-2203,A,2,A,16324,11.208,,,3227
03304-2203,A,2,B,16324,11.365,206.0,0.8,3228
03305+3939,C,2,A,16328,10.237,,,3229
03305+3939,C,2,B,16328,10.509,74.0,0.3,3230
03305+7112,C,2,A,16332,11.385,,,3231
03305+7112,C,2,B,16332,11.52,259.0,0.25,3232
03307-0416,A,2,A,16347,8.293,,,3233
03307-0416,A,2,B,16347,8.497,324.8,1.23,3234
03307-1926,A,2,A,16348,8.223,,,3235
03307-1926,A,2,B,16348,8.468,195.0,0.183,3236
03308+0509,A,2,A,16363,7.602,,,3237
03308+0509,A,2,B,16363,9.546,125.18,9.23,3238
03309-2926,C,2,A,16373,11.674,,,3239
03309-2926,C,2,B,16373,13.567,4.0,0.69,3240
03310+2937,A,2,A,16376,9.643,,,3241
03310+2937,A,2,B,16376,10.241,123.0,0.29,3242
03311+1544,C,2,A,16393,10.548,,,3243
03311+1544,C,2,B,16393,13.064,215.0,0.32,3244
03311-0029,A,2,A,16389,7.064,,,3245
03311-0029,A,2,B,16389,7.993,197.0,0.1,3246
03312+1947,A,2,A,16401,8.728,,,3247
03312+1947,A,2,B,16401,9.012,173.3,2.393,3248
03313+2734,B,2,A,16411,6.628,,,3249
03313+2734,B,2,B,16410,6.985,269.57,11.42,3250
03313-3031,A,2,A,16413,10.214,,,3251
03313-3031,A,2,B,16413,12.092,111.0,0.86,3252
03316-1244,A,2,A,16435,7.978,,,3253
03316-1244,A,2,B,16435,11.39,58.0,0.88,3254
03318-3542,A,2,A,16442,9.653,,,3255
03318-3542,A,2,B,16442,10.619,197.0,0.32,3256
03320+6735,B,2,A,16459,7.735,,,3257
03320+6735,B,2,B,16458,9.282,0.05,22.59,3258
03322+1133,A,2,A,16478,6.816,,,3259
03322+1133,A,2,B,16478,9.818,248.8,17.01,3260
03322+4245,C,2,A,16473,7.81,,,3261
03322+4245,C,2,B,16473,8.417,13.0,0.08,3262
03322-3218,A,2,A,16480,8.169,,,3263
03322-3218,A,2,B,16480,10.21,256.0,0.33,3264
03323-0705,A,2,A,16485,7.428,,,3265
03323-0705,A,2,B,16486,9.381,88.1,18.8,3266
03324+1222,B,2,A,16497,8.575,,,3267
03324+1222,B,2,B,16497,10.743,274.0,0.29,3268
03324+7637,A,2,A,16495,8.474,,,3269
03324+7637,A,2,B,16495,11.163,108.8,4.95,3270
03327-6034,A,2,A,16523,8.272,,,3271
03327-6034,A,2,B,16523,8.626,84.9,0.743,3272
03328+1127,D,2,A,16525,10.797,,,3273
03328+1127,D,2,B,16525,13.825,117.0,5.12,3274
03329+1533,A,2,A,16532,8.699,,,3275
03329+1533,A,2,B,16532,11.802,49.5,2.78,3276
03330-7508,A,2,A,16539,8.925,,,3277
03330-7508,A,2,B,16539,10.626,290.0,0.21,3278
03331+7650,D,2,A,16550,9.079,,,3279
03331+7650,D,2,B,16550,13.101,185.7,10.41,3280
03332+4615,A,2,A,16563,8.365,,,3281
03332+4615,A,2,B,16563,11.294,142.6,9.54,3282
03332+6226,A,2,A,16565,9.592,,,3283
03332+6226,A,2,B,16565,11.632,152.0,0.59,3284
03332-1003,A,2,A,16554,8.679,,,3285
03332-1003,A,2,B,16554,12.114,270.8,3.28,3286
03335+5846,A,2,A,16587,6.502,,,3287
03335+5846,A,2,B,16584,8.158,244.22,20.45,3288
03335-0233,C,2,A,16582,8.862,,,3289
03335-0233,C,2,B,16583,10.361,181.2,25.46,3290
03339+3205,D,2,A,16626,8.801,,,3291
03339+3205,D,2,B,16626,12.272,138.2,16.15,3292
03339-3105,A,2,A,16628,6.693,,,3293
03339-3105,A,2,B,16628,7.626,324.0,0.18,3294
03340+6025,A,2,A,16630,9.414,,,3295
03340+6025,A,2,B,16630,10.914,42.2,5.19,3296
03342+4651,C,2,A,16644,8.996,,,3297
03342+4651,C,2,B,16644,12.859,297.0,3.42,3298
03343+4416,C,2,A,16655,9.623,,,3299
03343+4416,C,2,B,16655,12.465,84.0,0.32,3300
03344+2428,A,2,A,16664,6.734,,,3301
03344+2428,A,2,B,16664,6.764,0.0,0.65,3302
03346-1048,A,2,A,16679,9.06,,,3303
03346-1048,A,2,B,16679,12.224,101.0,1.99,3304
03346-3152,A,2,A,16672,6.588,,,3305
03346-3152,A,2,B,16672,9.949,227.0,1.41,3306
03350+1743,A,2,A,16706,10.187,,,3307
03350+1743,A,2,B,16706,11.915,135.0,4.27,3308
03350+6002,A,2,A,16712,6.891,,,3309
03350+6002,A,2,B,16712,8.034,263.6,1.355,3310
03353+2651,A,3,A,16740,8.899,,,3311
03353+2651,A,3,B,16742,10.806,52.6,15.29,3312
03353+2651,A,3,P,16740,11.085,195.0,0.45,3313
03353+4235,A,2,A,16729,9.009,,,3314
03353+4235,A,2,B,16729,11.071,305.7,2.74,3315
03354+3341,A,2,A,16744,9.227,,,3316
03354+3341,A,2,B,16744,9.388,125.7,2.44,3317
03354+3529,A,2,A,16747,9.106,,,3318
03354+3529,A,2,B,16747,9.663,266.6,0.567,3319
03356+3141,A,2,B,16757,7.616,,,3320
03356+3141,A,2,A,16757,7.813,222.4,1.095,3321
03356+8624,B,2,A,16754,9.172,,,3322
03356+8624,B,2,B,16754,12.5,23.0,0.58,3323
03359+0934,B,2,A,16778,12.092,,,3324
03359+0934,B,2,B,16778,12.568,359.0,0.29,3325
03362+4220,A,2,A,16793,8.878,,,3326
03362+4220,A,2,B,16793,9.695,324.5,0.671,3327
03363-1728,A,2,A,16803,5.482,,,3328
03363-1728,A,2,B,16803,6.839,65.0,0.15,3329
03365+1011,A,2,A,16830,9.941,,,3330
03365+1011,A,2,B,16830,10.373,4.0,0.41,3331
03365-7819,A,2,A,16827,6.894,,,3332
03365-7819,A,2,B,16827,7.665,68.0,0.142,3333
03367-5201,A,2,A,16839,10.125,,,3334
03367-5201,A,2,B,16839,10.555,21.0,0.21,3335
03368+0035,A,2,A,16846,6.036,,,3336
03368+0035,A,2,B,16846,8.902,268.2,6.66,3337
03368-2229,A,2,A,16848,8.616,,,3338
03368-2229,A,2,B,16848,12.119,221.0,1.31,3339
03371-4054,A,2,A,16867,8.861,,,3340
03371-4054,A,2,B,16867,11.279,335.0,1.66,3341
03372-4428,A,2,A,16881,8.719,,,3342
03372-4428,A,2,B,16881,11.708,38.0,0.7,3343
03375-6631,B,2,A,16903,8.987,,,3344
03375-6631,B,2,B,16903,10.463,140.0,0.15,3345
03377-2028,A,2,A,16916,10.315,,,3346
03377-2028,A,2,B,16919,10.653,86.9,12.03,3347
03378+4046,D,2,A,16920,10.282,,,3348
03378+4046,D,2,B,16920,10.812,267.0,0.22,3349
03378+4807,A,2,A,16915,9.627,,,3350
03378+4807,A,2,B,16915,9.899,55.4,1.35,3351
03379-0231,C,2,A,16933,9.785,,,3352
03379-0231,C,2,B,16933,12.985,72.0,3.04,3353
03379-1133,A,2,A,16931,10.088,,,3354
03379-1133,A,2,B,16931,10.747,111.0,0.69,3355
03382-6058,C,2,A,16963,9.222,,,3356
03382-6058,C,2,B,16963,13.151,11.0,4.53,3357
03388-0830,A,2,A,17012,7.486,,,3358
03388-0830,A,2,B,17012,11.048,197.0,2.43,3359
03390-4546,A,2,A,17029,10.051,,,3360
03390-4546,A,2,B,17029,11.482,359.0,0.63,3361
03392+1105,B,2,A,17040,10.721,,,3362
03392+1105,B,2,B,17040,12.489,43.0,0.28,3363
03392+2757,A,2,A,17039,8.876,,,3364
03392+2757,A,2,B,17039,11.087,313.6,10.03,3365
03398+3328,D,2,A,17102,9.189,,,3366
03398+3328,D,2,B,17102,13.477,294.0,14.2,3367
03398-4021,A,2,A,17099,6.999,,,3368
03398-4021,A,2,B,17099,7.898,328.07,7.716,3369
03399+3156,A,2,A,17113,9.619,,,3370
03399+3156,A,2,B,17113,10.403,347.0,0.15,3371
03401+3407,A,2,A,17129,7.568,,,3372
03401+3407,A,2,B,17129,7.703,69.6,1.99,3373
03404+1144,A,2,A,17149,9.852,,,3374
03404+1144,A,2,B,17149,11.436,281.0,1.01,3375
03404+2957,A,2,A,17151,9.622,,,3376
03404+2957,A,2,B,17151,10.162,133.0,0.14,3377
03405+0508,D,2,A,17155,6.771,,,3378
03405+0508,D,2,B,17158,9.562,56.59,26.33,3379
03405-4524,A,2,A,17160,10.994,,,3380
03405-4524,A,2,B,17160,12.145,18.0,0.63,3381
03406+2846,A,2,A,17168,7.458,,,3382
03406+2846,A,2,B,17168,7.923,207.76,6.992,3383
03407+4601,A,2,A,17173,7.956,,,3384
03407+4601,A,2,B,17173,8.855,354.7,2.78,3385
03408+3907,A,2,A,17190,7.917,,,3386
03408+3907,A,2,B,17188,9.872,342.42,19.81,3387
03408+4151,A,2,A,17189,8.305,,,3388
03408+4151,A,2,B,17189,11.509,350.0,0.55,3389
03410+5400,A,2,A,17200,9.533,,,3390
03410+5400,A,2,B,17200,12.297,7.0,0.99,3391
03412+7524,A,2,A,17213,10.094,,,3392
03412+7524,A,2,B,17213,10.632,214.1,1.15,3393
03413+4554,A,2,A,17217,8.566,,,3394
03413+4554,A,2,B,17217,9.164,269.0,0.358,3395
03414+4630,A,2,A,17228,10.923,,,3396
03414+4630,A,2,B,17228,11.053,117.0,0.98,3397
03416+3942,B,2,A,17251,8.971,,,3398
03416+3942,B,2,B,17251,12.483,2.0,4.76,3399
03418+5318,A,2,A,17261,9.803,,,3400
03418+5318,A,2,B,17261,10.847,44.1,3.92,3401
03418+6241,B,2,A,17257,7.825,,,3402
03418+6241,B,2,C,17257,7.946,79.0,0.169,3403
03418-4814,A,2,A,17260,7.775,,,3404
03418-4814,A,2,B,17260,10.085,184.1,1.63,3405
03420+0324,B,2,A,17277,11.77,,,3406
03420+0324,B,2,B,17277,12.91,324.0,2.56,3407
03420+1812,A,2,A,17282,10.658,,,3408
03420+1812,A,2,B,17282,11.779,266.0,0.56,3409
03420-1508,B,2,A,17275,11.397,,,3410
03420-1508,B,2,B,17275,13.209,13.0,1.73,3411
03421+1657,A,2,A,17291,9.115,,,3412
03421+1657,A,2,B,17291,12.609,289.0,2.23,3413
03421-1709,B,2,A,17288,7.93,,,3414
03421-1709,B,2,B,17288,10.322,300.0,1.37,3415
03422-1558,D,2,A,17303,8.095,,,3416
03422-1558,D,2,B,17303,11.517,26.0,1.6,3417
03423+3716,B,2,A,17308,9.978,,,3418
03423+3716,B,2,B,17308,10.314,27.4,6.87,3419
03424-8001,D,2,A,17319,8.36,,,3420
03424-8001,D,2,B,17321,10.117,164.7,19.18,3421
03425-8516,A,2,A,17328,6.635,,,3422
03425-8516,A,2,B,17328,8.201,250.7,1.897,3423
03426+0838,A,2,A,17337,7.221,,,3424
03426+0838,A,2,B,17337,9.82,240.0,0.41,3425
03428+0754,A,2,A,17348,7.896,,,3426
03428+0754,A,2,B,17348,10.434,127.0,1.47,3427
03428+6951,A,3,A,17347,7.783,,,3428
03428+6951,A,3,B,17347,8.037,72.5,2.92,3429
03428+6951,A,3,C,17347,9.647,112.0,0.44,3430
03429+4748,A,2,A,17358,3.029,,,3431
03429+4748,A,2,C,17358,6.171,221.0,0.33,3432
03436-4710,A,2,A,17397,9.826,,,3433
03436-4710,A,2,B,17397,12.277,179.4,6.27,3434
03439+6025,A,2,A,17418,10.731,,,3435
03439+6025,A,2,B,17418,12.701,10.0,1.01,3436
03439-0417,B,2,A,17416,9.089,,,3437
03439-0417,B,2,B,17416,12.189,58.0,2.97,3438
03440+5228,A,2,A,17427,10.066,,,3439
03440+5228,A,2,B,17427,10.383,65.0,0.3,3440
03441-4040,A,2,A,17436,6.681,,,3441
03441-4040,A,2,B,17436,9.642,349.5,5.04,3442
03443+3217,A,2,A,17448,3.931,,,3443
03443+3217,A,2,B,17448,6.836,26.0,1.02,3444
03446+3210,B,3,A,17465,9.281,,,3445
03446+3210,B,3,B,17465,9.528,15.0,0.615,3446
03446+3210,B,3,C,17468,10.295,38.8,23.69,3447
03446+3551,A,2,A,17467,9.102,,,3448
03446+3551,A,2,B,17467,9.248,192.9,1.17,3449
03446-5416,A,2,A,17464,6.521,,,3450
03446-5416,A,2,B,17464,9.582,16.7,5.02,3451
03447-5314,A,2,B,17477,10.449,,,3452
03447-5314,A,2,A,17477,10.557,279.0,0.385,3453
03450+0819,A,2,A,17512,9.475,,,3454
03450+0819,A,2,B,17512,10.873,20.0,3.96,3455
03450-5119,A,2,A,17516,9.688,,,3456
03450-5119,A,2,B,17516,11.631,326.5,13.59,3457
03454+4952,A,2,A,17541,8.752,,,3458
03454+4952,A,2,B,17541,8.958,202.8,1.14,3459
03454-2752,A,2,A,17544,8.396,,,3460
03454-2752,A,2,B,17544,11.45,156.0,0.96,3461
03457+3226,D,2,A,17561,9.323,,,3462
03457+3226,D,2,B,17561,13.199,302.0,2.16,3463
03458+2309,A,2,A,17572,6.916,,,3464
03458+2309,A,2,B,17572,10.461,335.3,3.59,3465
03460+7302,A,2,A,17580,8.81,,,3466
03460+7302,A,2,B,17580,9.867,7.0,0.813,3467
03462+7137,B,2,A,17602,7.137,,,3468
03462+7137,B,2,B,17602,10.794,235.7,12.49,3469
03462-2423,A,2,A,17600,9.365,,,3470
03462-2423,A,2,B,17600,9.717,8.0,0.316,3471
03463-4754,D,2,A,17606,8.217,,,3472
03463-4754,D,2,B,17606,12.403,75.0,7.59,3473
03463-6630,A,2,A,17604,8.4,,,3474
03463-6630,A,2,B,17604,8.617,18.0,0.226,3475
03464-0810,A,2,A,17612,8.644,,,3476
03464-0810,A,2,B,17612,10.473,347.2,7.48,3477
03468+3048,B,3,A,17646,10.58,,,3478
03468+3048,B,3,B,17646,10.972,159.3,2.14,3479
03468+3048,B,3,C,17642,12.255,256.3,14.8,3480
03470+0840,C,2,A,17668,11.01,,,3481
03470+0840,C,2,B,17668,12.744,44.0,14.47,3482
03470+4126,A,2,A,17666,8.245,,,3483
03470+4126,A,2,B,17666,8.945,54.17,7.307,3484
03472+0526,B,2,A,17677,9.82,,,3485
03472+0526,B,2,B,17677,11.117,358.0,0.14,3486
03477+3910,B,2,A,17719,10.445,,,3487
03477+3910,B,2,B,17719,12.742,116.0,2.59,3488
03477-4701,A,2,A,17724,10.058,,,3489
03477-4701,A,2,B,17724,10.801,125.0,0.638,3490
03479+3336,A,2,A,17735,6.683,,,3491
03479+3336,A,2,B,17735,9.266,13.3,3.35,3492
03480+6841,D,3,A,17749,9.408,,,3493
03480+6841,D,3,B,17750,11.58,9.5,16.8,3494
03480+6841,D,3,C,17750,12.08,276.0,0.97,3495
03481-0034,A,2,A,17757,10.133,,,3496
03481-0034,A,2,B,17757,10.356,49.0,0.9,3497
03482-4111,A,2,A,17765,9.906,,,3498
03482-4111,A,2,B,17765,11.328,37.0,0.31,3499
03484+5202,A,2,A,17782,9.505,,,3500
03484+5202,A,2,B,17782,9.827,102.0,0.36,3501
03485-3147,A,2,A,17793,8.308,,,3502
03485-3147,A,2,B,17793,8.612,137.74,9.305,3503
03486-3737,A,2,A,17797,4.765,,,3504
03486-3737,A,2,B,17797,5.361,214.88,8.137,3505
03488+4641,A,2,A,17818,8.254,,,3506
03488+4641,A,2,B,17818,11.154,317.8,1.85,3507
03489+1143,A,2,A,17826,8.544,,,3508
03489+1143,A,2,B,17826,10.003,23.0,0.34,3509
03489+6445,A,2,A,17831,8.471,,,3510
03489+6445,A,2,B,17831,8.567,323.0,0.358,3511
03490+1459,A,2,A,17836,9.301,,,3512
03490+1459,A,2,B,17836,9.522,331.1,1.11,3513
03491+3216,A,2,A,17845,7.626,,,3514
03491+3216,A,2,B,17845,9.945,43.0,2.24,3515
03493-0127,A,2,A,17856,6.84,,,3516
03493-0127,A,2,B,17856,9.179,285.0,0.82,3517
03493-0131,B,2,A,17855,8.916,,,3518
03493-0131,B,2,B,17855,11.232,273.0,2.75,3519
03494+5240,A,2,A,17877,6.895,,,3520
03494+5240,A,2,B,17877,9.897,254.3,8.74,3521
03495+1255,A,2,A,17878,9.783,,,3522
03495+1255,A,2,B,17876,10.872,195.8,12.09,3523
03495-5521,A,2,A,17885,10.444,,,3524
03495-5521,A,2,B,17885,10.57,205.2,2.313,3525
03496+3859,B,2,A,17890,9.825,,,3526
03496+3859,B,2,B,17890,10.71,76.3,1.33,3527
03496+6318,A,2,A,17891,6.309,,,3528
03496+6318,A,2,B,17891,7.107,81.0,0.103,3529
03499+4314,A,2,A,17918,10.074,,,3530
03499+4314,A,2,S,17918,10.222,316.0,0.32,3531
03500+2351,C,3,A,17923,6.842,,,3532
03500+2351,C,3,B,17923,10.15,235.4,3.28,3533
03500+2351,C,3,C,17923,10.543,235.3,10.16,3534
03503+2535,A,2,A,17954,5.733,,,3535
03503+2535,A,2,B,17954,6.524,213.0,0.268,3536
03503-0131,C,2,A,17950,6.6,,,3537
03503-0131,C,2,B,17950,10.51,254.0,4.54,3538
03506-2636,A,2,A,17979,9.657,,,3539
03506-2636,A,2,B,17979,11.335,322.0,0.3,3540
03507+6007,A,2,A,17986,9.0,,,3541
03507+6007,A,2,B,17986,9.959,258.1,3.1,3542
03510+3234,A,2,A,18014,9.311,,,3543
03510+3234,A,2,B,18014,11.788,91.0,0.87,3544
03512-1855,A,3,A,18029,9.017,,,3545
03512-1855,A,3,B,18031,10.683,71.9,12.55,3546
03512-1855,A,3,C,18031,10.804,133.0,0.43,3547
03517-2256,A,2,A,18068,8.159,,,3548
03517-2256,A,2,B,18068,10.019,300.45,10.63,3549
03519-7202,D,2,B,18084,9.772,,,3550
03519-7202,D,2,A,18084,12.412,274.0,0.14,3551
03520+0632,A,2,A,18089,6.272,,,3552
03520+0632,A,2,B,18089,6.622,207.6,0.704,3553
03520-2457,A,2,A,18093,9.508,,,3554
03520-2457,A,2,B,18093,11.558,0.0,0.37,3555
03521+4048,A,2,A,18095,8.185,,,3556
03521+4048,A,2,B,18095,8.624,144.0,0.978,3557
03524+1836,C,2,A,18116,8.025,,,3558
03524+1836,C,2,B,18116,12.034,187.0,0.67,3559
03524-2253,D,2,A,18115,12.221,,,3560
03524-2253,D,2,B,18115,12.305,339.4,1.86,3561
03526-6649,D,2,A,18131,9.642,,,3562
03526-6649,D,2,B,18131,12.937,45.0,0.22,3563
03529+1423,B,2,A,18158,8.135,,,3564
03529+1423,B,2,B,18158,11.593,103.2,8.9,3565
03530+4557,D,2,A,18166,8.583,,,3566
03530+4557,D,2,B,18166,10.199,312.0,16.71,3567
03532-0200,A,2,A,18171,8.445,,,3568
03532-0200,A,2,B,18171,10.739,58.6,8.37,3569
03533-7949,B,2,A,18179,9.272,,,3570
03533-7949,B,2,B,18179,12.074,13.0,0.48,3571
03535+0403,A,2,A,18197,11.595,,,3572
03535+0403,A,2,B,18197,11.715,12.0,0.27,3573
03537+4627,A,2,A,18219,9.063,,,3574
03537+4627,A,2,B,18219,11.203,198.3,3.22,3575
03537+5316,A,2,A,18218,8.765,,,3576
03537+5316,A,2,B,18218,9.495,269.0,0.366,3577
03541-4152,A,2,B,18247,10.053,,,3578
03541-4152,A,2,A,18247,10.722,301.0,0.23,3579
03542-6725,C,2,A,18249,9.889,,,3580
03542-6725,C,2,B,18249,12.382,220.0,0.28,3581
03543-0257,A,2,A,18255,4.915,,,3582
03543-0257,A,2,B,18255,6.105,347.98,6.865,3583
03544+5839,A,2,A,18260,8.974,,,3584
03544+5839,A,2,B,18260,10.803,99.0,0.26,3585
03545+0511,A,2,A,18264,9.376,,,3586
03545+0511,A,2,S,18264,10.352,9.0,0.14,3587
